"MD_EARN_WNE_P6","HIGHDEG","REGION","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","C150_4","C150_L4","UGDS","UGDS_MEN","NPT4_PUB","NPT4_PRIV","PCIP04","PCIP05","PCIP09","PCIP11","PCIP12","PCIP14","PCIP23","PCIP26","PCIP27","PCIP38","PCIP42","PCIP45","PCIP50","PCIP51","PCIP52","PCIP54","ADM_RATE","SAT_AVG"
28865,NA,"Southeast",0.7233,0.1383,0.0593,0,0,0,0.2442,NA,253,0.4308,NA,14494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2125,0.05,0,0.6706,1036
29794,NA,"Southeast",0.8396,0.0348,0.0307,0.4,0.0013,0,0.6298,NA,748,0.5575,NA,18428,0,0,0.058,0,0,0,0.0338,0,0,0,0,0,0,0.1498,0.0821,0.029,0.7126,1138
45227,NA,"Southeast",0.7277,0.0578,0.0351,0.91,0.0026,0.0013,0.4558,NA,1539,0.3801,NA,21302,0,0,0.0211,0.0818,0,0,0.0053,0.0251,0.0066,0.0079,0.0699,0.0158,0.0079,0.372,0.2823,0.0053,0.5813,1094
24103,NA,"Southeast",0,0.9774,0.0045,0,0.0023,0,0.12,NA,884,0.3088,NA,9239,0,0,0.0094,0.0189,0,0,0.0094,0.0755,0,0,0,0.0566,0.0566,0,0.3962,0,0.9284,885
32702,NA,"Southeast",0.8187,0.0505,0.0178,0.78,0.004,0.0016,0.5721,NA,4258,0.383,NA,18485,0,0,0.1183,0.0159,0,0,0.0216,0.0284,0.0114,0.0046,0.0819,0.0319,0.0444,0.1047,0.1092,0.0182,0.8919,1176
39368,NA,"Southeast",0.8399,0.0613,0.0043,1.18,0.0161,0,0.5673,NA,1861,0.2724,NA,15053,0,0,0.0104,0,0,0,0.0083,0.0436,0.0083,0,0.027,0.0021,0.0021,0.6369,0.0975,0.0021,0.5971,1116
31977,NA,"Southeast",0.7172,0.1048,0.0341,1.01,0.0025,0.0038,0.3652,NA,792,0.4015,NA,18723,0,0,0,0,0,0,0.0137,0.0548,0.0411,0,0.0274,0,0.0068,0.1096,0.2397,0.0137,0.9961,1084
36430,NA,"Southeast",0.764,0.1103,0.0416,0.72,0.0027,0,0.5463,NA,1106,0.4494,NA,17524,0,0,0,0.0097,0,0.0048,0.058,0.1208,0.0145,0.0048,0.0628,0.1304,0.0821,0,0.1981,0.0242,0.5452,1189
36243,NA,"Southeast",0.4703,0.3658,0.0563,3.64,0.0021,6e-04,0.478,NA,15563,0.4125,13048,NA,0.0029,0.0022,0.0481,0.0099,0,0.043,0.0248,0.0258,0.0067,0.0022,0.0542,0.0395,0.0347,0.1112,0.1816,0.0127,0.843,1133
36660,NA,"Southeast",0.6324,0.2003,0.0607,3.43,0.0024,6e-04,0.4422,NA,18001,0.4649,12712,NA,0,0.0077,0.0622,0.0161,0,0.0089,0.0146,0.0446,0.0052,0.0035,0.0493,0.0317,0.089,0.0538,0.1627,0.0129,0.9353,1149
50078,NA,"Southeast",0.6912,0.0861,0.0605,5.89,0.002,0.001,0.8535,NA,1985,0.4418,NA,26077,0,0.011,0,0.0462,0,0,0.0571,0.2022,0.011,0.0264,0.0725,0.2154,0.0396,0,0.1363,0.0374,0.4455,1352
37056,NA,"Southeast",0.7179,0.105,0.0339,0.85,0.0011,0.0011,0.3991,NA,943,0.3637,NA,13097,0,0,0.0215,0.0043,0,0,0.0086,0.0129,0,0.0086,0.03,0.0043,0.0129,0.2661,0.3777,0.0086,0.5952,1118
37613,NA,"Southeast",0.7573,0.0995,0.0478,2.3,0.0025,4e-04,0.4777,NA,10152,0.4376,14213,NA,0,0,0.0388,0.0204,0,0.0851,0.0244,0.0572,0.0065,0.001,0.0677,0.0418,0.0333,0.0712,0.1827,0.011,0.7562,1185
44048,NA,"Southeast",0.7827,0.0616,0.0439,3.86,0.0019,0.0012,0.725,NA,22653,0.4926,19142,NA,0.0121,0,0.0775,0.0176,0,0.1156,0.0224,0.043,0.0097,0.0051,0.0553,0.0658,0.0207,0.0517,0.2386,0.01,0.7778,1303
33399,NA,"Southeast",0.7802,0.1354,0.0314,0.67,0.0028,0,0.4768,NA,5354,0.4113,10335,NA,0,0,0.0242,0.0147,0,0.0372,0.0104,0.0329,0.0043,9e-04,0.0311,0.0182,0.032,0.0398,0.1851,0.013,0.689,1170
37658,NA,"Southeast",0.8417,0.0382,0.0327,1.58,0.0017,5e-04,0.5514,NA,8805,0.552,16321,NA,0,0,0.0143,0.0318,0,0.185,0.011,0.0331,0.006,0,0.0202,0.0488,0.0258,0.0561,0.1574,0.0078,0.7576,1189
40702,NA,"Southeast",0.6076,0.1261,0.0946,1.46,0.0041,9e-04,0.547,NA,2189,0.381,NA,18350,0,0,0.0583,0.0291,0,0.0024,0.0024,0.0291,0.0024,0.0024,0.0534,0.0049,0.0607,0.1068,0.3398,0.0097,0.6403,1121
34911,NA,"Southeast",0.6944,0.1517,0.0331,0.29,0.0066,0.0022,0.3125,NA,1358,0.4742,NA,16936,0,0,0,0.003,0,0,0.0419,0.0299,0.015,0,0.0988,0.015,0.018,0.1018,0.4012,0.018,0.6629,1071
41818,NA,"Southeast",0.7409,0.1693,0.0209,2.18,0.0121,0.001,0.7065,NA,2061,0.3256,NA,27551,0,0,0.0262,0.0105,0,0.007,0.0192,0.0385,0.0087,0.0192,0.0507,0.0122,0.021,0.3094,0.2552,0.0052,0.5742,1259
65261,NA,"Southeast",0.4537,0.108,0.0997,13.92,0.0045,0.0034,0.9363,NA,6840,0.4868,NA,20253,0,0.0146,0.0128,0.0513,0,0.1591,0.0262,0.0822,0.0169,0.0093,0.0338,0.3205,0.0385,0,0,0.0245,0.0961,1514
41565,NA,"Southwest",0.6368,0.0865,0.1722,1.39,0.0026,0.0014,0.6695,NA,3524,0.3973,NA,26766,0.007,0,0.0628,0.0363,0,0.014,0.0112,0.0545,0.0098,0,0.0712,0.0209,0.074,0.1313,0.176,0.0056,0.5696,1162
36686,NA,"Southwest",0.4762,0.0748,0.3714,0.8,0.0048,0.002,0.3428,NA,5892,0.4496,12753,NA,0,0,0.0443,0.0655,0,0,0.026,0.0395,0.0077,0,0.0848,0.0356,0.025,0.0877,0.158,0.0318,0.7324,1033
43834,NA,"Southwest",0.4922,0.1003,0.2038,12.85,0.0039,0.0016,0.7013,NA,1276,0.4906,NA,20895,0,0,0.0207,0.031,0,0,0.0448,0.1655,0.0172,0.0069,0.0759,0.1,0.0172,0.0517,0.2655,0.0414,0.5532,1221
50196,NA,"Southwest",0.6275,0.0593,0.1576,6.57,0.0038,8e-04,0.7908,NA,14159,0.4042,NA,32601,0,0.0015,0.0716,0.0143,0,0.0535,0.0125,0.1212,0.0104,0.0089,0.0315,0.0567,0.0291,0.1521,0.2732,0.008,0.3895,1307
46496,NA,"Southwest",0.4237,0.1136,0.3368,3.55,0.0082,0.0023,0.3484,NA,1716,0.3392,NA,22858,0,0,0.0305,0.0271,0,0,0,0.0576,0,0,0.0339,0.0441,0.0102,0.1797,0.322,0.0136,0.9063,1065
39367,NA,"Southwest",0.3551,0.0522,0.5149,2.57,0.0019,2e-04,0.3685,NA,9672,0.4047,15253,NA,0,0,0.0429,0.0246,0,0.0492,0.0206,0.0819,0.0069,0.004,0.0641,0.0223,0.0452,0.2021,0.1534,0.0137,0.8699,1068
43326,NA,"Southwest",0.6053,0.101,0.1757,2.46,0.0068,0.0027,0.5287,NA,2931,0.4149,NA,26203,0,0,0.0802,0.0155,0,0,0.0141,0.0633,0.007,0.0014,0.0619,0.0323,0.0478,0.0141,0.2897,0.0141,0.8807,1145
34942,NA,"Southwest",0.4057,0.2453,0.1462,1.42,0,0.0047,0.2128,NA,212,0.6038,NA,27877,0,0,0,0,0,0,0,0,0,0,0.2368,0,0,0,0.1579,0,0.287,1012
41213,NA,"Southwest",0.589,0.0225,0.2365,6.68,0.0041,7e-04,0.6553,NA,1467,0.4724,NA,22209,0,0,0,0.0077,0,0,0.1,0.1615,0.0115,0.0269,0.0577,0.1385,0.0346,0,0.2077,0.0423,0.3913,1238
37416,NA,"Southwest",0.6638,0.172,0.1014,0.43,0.0021,7e-04,0.3457,NA,1401,0.4618,NA,21484,0,0,0.025,0,0,0,0.0375,0.025,0.0042,0.0458,0.0958,0.0125,0.0125,0.075,0.1667,0.0042,0.5449,1051
35062,NA,"Southwest",0.5482,0.1443,0.1543,1.3,0.0077,0.0018,0.2814,NA,1691,0.4033,11569,NA,0,0,0.0165,0.0193,0,0.0193,0.011,0.0882,0.0165,0,0.0661,0.0331,0,0.0193,0.2369,0.0523,0.5109,1074
38939,NA,"Southwest",0.4432,0.2205,0.2185,1.67,0.0057,0.0013,0.4,NA,8201,0.3989,12875,NA,0,0,0.0086,0.0291,0,0.0171,0.0205,0.0205,0.0126,0,0.0434,0.0143,0.0382,0.0217,0.1273,0.012,0.4157,1050
40954,NA,"Southwest",0.623,0.0913,0.1914,1.45,0.0035,0,0.4784,NA,1719,0.4642,NA,20659,0,0,0.0344,0.0206,0,0,0.0309,0.0825,0.0103,0,0.0859,0.0687,0.0344,0.134,0.1821,0.0241,0.842,1085
42643,NA,"Southwest",0.2371,0.1731,0.3626,7.7,0.0052,0.0017,0.4047,NA,2311,0.357,NA,20894,0,0,0.0281,0,0,0,0.0303,0.0866,0.0022,0.0216,0.0563,0.0195,0.0368,0.2835,0.1667,0.0043,0.7002,1120
47702,NA,"Southwest",0.3922,0.078,0.4077,6.49,0.0031,5e-04,NA,NA,6196,0.377,12466,NA,0,0,0.0288,0.0375,0,0.0101,0.0216,0.049,0.018,0,0.0887,0.0447,0.0288,0.0497,0.2617,0.0231,0.6942,1120
42710,NA,"Southwest",0.1485,0.1904,0.4953,8.68,0.0026,0.0021,0.204,NA,12572,0.3957,7789,NA,0,0,0.0431,0.0255,0,0,0.0201,0.0183,0.0122,0.0022,0.0732,0.0244,0.0075,0.0126,0.2968,0.0093,0.8317,1012
48742,NA,"Southwest",0.2271,0.0986,0.3577,22.3,0.001,0.0012,0.5946,NA,37291,0.5022,16161,NA,0.0075,4e-04,0.0476,0.0538,0,0.0977,0.0153,0.0611,0.0162,0.0024,0.0637,0.0525,0.0326,0.0448,0.2841,0.0102,0.6234,1220
37439,NA,"Southwest",0.5128,0.1296,0.2469,0.56,0.0056,0.0034,0.4399,NA,895,0.552,NA,22371,0,0,0.0241,0.012,0,0.006,0.006,0.0422,0.0241,0,0.0843,0.0904,0.012,0.012,0.1265,0.012,0.5793,1041
31121,NA,"Southwest",0.0535,0.6384,0.2694,0.28,0.0018,0,0.233,NA,1084,0.3838,NA,16532,0,0,0.0329,0.0247,0,0,0.0123,0.0741,0.0041,0,0.1276,0.0288,0.0206,0,0.2387,0.0041,0.4689,897
41558,NA,"Southwest",0.186,0.0702,0.5708,2.26,0.0026,0.0028,0.4877,NA,5312,0.3982,NA,23441,0,0,0.0305,0.0227,0,0.0058,0.0123,0.0858,0.0052,0.0084,0.0526,0.0143,0.0422,0.2105,0.3574,0.0045,0.8794,1044
37517,NA,"Southwest",0.4453,0.2646,0.1836,5.03,0.006,8e-04,0.2734,NA,8623,0.4174,12967,NA,0,0,0.0411,0.0095,0,0.1341,0.0054,0.0244,0.0101,0,0.0215,0.0238,0.0298,0.1859,0.1222,0.0095,0.8432,1043
35475,NA,"Southwest",0.0197,0.0049,0.9506,0.37,4e-04,1e-04,0.4587,NA,6962,0.3976,4422,NA,0,0,0.0335,0,0,0.0276,0.0285,0.0838,0.0235,0,0.1407,0.0385,0.0293,0.1097,0.1692,0.0209,0.5208,1010
48534,NA,"Southwest",0.6341,0.0994,0.0751,1.47,0.0073,0.0011,0.6063,NA,1771,0.5635,NA,22105,0,0,0.0046,0.0251,0,0.2306,0.0023,0.016,0.0091,0,0.0365,0.0365,0,0.0594,0.2032,0.0046,0.4553,1205
39545,NA,"Southwest",0.6683,0.0416,0.2505,0.72,0.0101,0.0043,0.4713,NA,1393,0.4013,NA,23437,0,0,0.0253,0.0084,0,0,0.0112,0.0253,0.0112,0,0.0169,0.0112,0.0449,0.3258,0.1461,0.0028,0.8966,1094
44009,NA,"Southwest",0.5544,0.141,0.218,1.61,0.0077,0.0015,0.4537,NA,3362,0.3537,NA,24346,0,0,0.033,0.0346,0,0.0079,0.0094,0.0519,0.0063,0.0204,0.0723,0.0126,0.0283,0.2987,0.1415,0.0189,0.8668,1123
37770,NA,"Southwest",0.4861,0.1287,0.263,1.2,0.0074,9e-04,0.33,NA,1080,0.4954,NA,21562,0,0,0,0.0397,0,0,0.0199,0.0662,0,0.0265,0.0861,0.106,0.0861,0.0596,0.1921,0.0132,0.4124,1057
42741,NA,"Southwest",0.4788,0.1482,0.205,2.94,0.0074,0.0011,0.4206,NA,5372,0.3954,10764,NA,0,0,0.0185,0.0255,0,0.0483,0.0141,0.0554,0.0026,0,0.0395,0.0228,0.0272,0.333,0.167,0.007,0.7107,1033
43194,NA,"Southwest",0.4367,0.1334,0.2565,6.42,0.003,7e-04,0.5316,NA,31375,0.4772,13609,NA,0.0047,0,0.0683,0.0264,0,0.0428,0.0378,0.0536,0.009,0.0025,0.0516,0.0419,0.0762,0.0288,0.1868,0.0139,0.7105,1163
37750,NA,"Southwest",0.102,0.0817,0.7628,0.58,0.0058,0,0.3694,NA,1383,0.3181,NA,17506,0,0,0.0208,0.0623,0,0,0.0069,0.0623,0.0069,0.0035,0.1661,0.045,0.0173,0.0934,0.1384,0.0138,0.9273,1002
35955,NA,"Southwest",0.0249,0.0044,0.9059,1.2,1e-04,4e-04,0.4587,NA,24596,0.434,4166,NA,0,0.002,0.0311,0.0121,0,0.0649,0.0289,0.117,0.0153,0.0027,0.1007,0.0363,0.0405,0.1111,0.1298,0.0148,0.8104,1035
25131,NA,"Southwest",0.0091,0.796,0.1785,0,0.0036,0,0.1961,NA,549,0.439,NA,12530,0,0,0.0488,0,0,0,0,0,0,0.0244,0.0244,0,0,0.122,0.3902,0.0244,0.9009,836
33473,NA,"Southwest",0.0155,0.844,0.0919,1.63,0.0025,8e-04,0.3489,NA,8524,0.3606,12685,NA,0.0326,0,0.0417,0.0154,0,0.163,0.0091,0.067,0.0063,0,0.0534,0.0172,0.0091,0.1639,0.1005,0.0054,0.7434,980
63654,NA,"Southwest",0.3324,0.0714,0.1552,25.69,0.0015,0.0015,0.9471,NA,3962,0.523,NA,20879,0.0398,0.006,0,0.0895,0,0.2266,0.0298,0.0895,0.0427,0.0109,0.0388,0.1511,0.0348,0,0.001,0.0189,0.1113,1513
44592,NA,"Southwest",0.367,0.0426,0.445,2.79,0.0067,0.0019,0.6345,NA,3757,0.3793,NA,24082,0,0.0012,0.1075,0.0382,0,0,0.0277,0.0936,0.0104,0.0081,0.0775,0.0682,0.0705,0,0.2462,0.0081,0.8639,1185
49585,NA,"Southwest",0.2069,0.0697,0.4683,12.21,0.0021,0.0021,0.566,NA,1909,0.3719,NA,18467,0,0,0.0532,0.0112,0,0,0.0168,0.1877,0.0252,0.0112,0.0868,0.0896,0.0308,0.1008,0.2325,0.0112,0.8224,1159
42076,NA,"Southwest",0.4976,0.1762,0.242,1.97,0.0058,0.0011,0.5209,NA,18498,0.3783,13666,NA,0.0034,0,0.0493,0.013,0,0,0.018,0.0242,0.0055,8e-04,0.0467,0.0242,0.0365,0.0808,0.2174,0.0242,0.7854,1075
38442,NA,"Southwest",0.4938,0.0481,0.4159,0.91,0.0025,8e-04,0.4522,NA,1207,0.4325,NA,20424,0,0,0.0188,0.0226,0,0,0.0075,0.094,0.0075,0,0.0752,0.0075,0.0489,0.3346,0.1729,0.0226,0.9122,1051
40673,NA,"Southwest",0.1498,0.0327,0.6723,2.33,0.0021,4e-04,0.5599,NA,2356,0.4525,NA,17850,0,0,0.0235,0.0085,0,0.0833,0.0321,0.1132,0.0449,0.0128,0.062,0.1474,0.0128,0,0.2158,0.0192,0.7497,1162
60398,NA,"Southwest",0.643,0.0456,0.1162,6.84,0.0026,8e-04,0.7796,NA,6448,0.5132,NA,36575,0,0.0016,0.0787,0.0241,0,0.0928,0.0178,0.0351,0.0703,0.011,0.0378,0.1148,0.0619,0.0184,0.2748,0.0147,0.5123,1395
34652,NA,"Southwest",0.6111,0.1163,0.1151,0.67,0.0291,0.003,0.4428,NA,1651,0.4676,NA,25240,0,0,0.014,0,0,0,0.0109,0,0.0016,0.0171,0.045,0.0016,0.0404,0.0202,0.1708,0.0062,0.9069,1045
43899,NA,"Southwest",0.6105,0.0503,0.2406,3.5,0.0021,0,0.7444,NA,1430,0.449,NA,26393,0,0.0123,0.092,0.0123,0,0,0.0337,0.1258,0.0307,0.0153,0.1012,0.1135,0.0491,0,0.1687,0.0123,0.4502,1238
38895,NA,"Southwest",0.5785,0.1621,0.1934,1.12,0.0048,7e-04,0.4844,NA,10474,0.3636,12951,NA,0.008,0,0.0264,0.0224,0,0.0054,0.0295,0.0192,0.0058,0.0018,0.0358,0.021,0.0831,0.139,0.1788,0.0134,0.6765,1085
43773,NA,"Southwest",0.4442,0.0987,0.3847,2.45,0.0026,0.0014,0.5547,NA,34187,0.4231,14692,NA,0.0025,0,0.0816,0.0369,0,0.0235,0.0376,0.0403,0.0081,0.0025,0.0614,0.055,0.0592,0.0522,0.1801,0.0131,0.7778,1109
39054,NA,"Southwest",0.2053,0.1258,0.5007,7.28,0.0053,0.0278,0.4915,NA,755,0.4146,NA,19334,0,0,0.044,0.0385,0,0,0.022,0.044,0.011,0.0055,0.0495,0.011,0.0055,0.3571,0.0495,0.033,0.5533,1020
41650,NA,"Southwest",0.6516,0.0799,0.204,1.25,0.0044,0.0014,0.4633,NA,11312,0.3845,17707,NA,0,0,0.0247,0.025,0,0.0123,0.0069,0.0362,0.0039,0,0.0663,0.0104,0.0173,0.1048,0.2,0.0085,0.5507,1056
39943,NA,"Southwest",0.1554,0.0621,0.7162,0.96,0.0012,7e-04,0.3727,NA,5811,0.5254,14796,NA,0,0,0.0218,0.0089,0,0.2282,0.0099,0.0605,0.0069,0,0.0288,0.0744,0.0208,0.0665,0.0962,0.0119,0.8911,1035
54342,NA,"Southwest",0.6056,0.0284,0.241,7.69,0.0022,9e-04,0.8193,NA,53194,0.5243,18944,NA,0.01,3e-04,0.0305,0.0243,0,0.1545,0.0149,0.071,0.008,0.0022,0.0349,0.066,0.0017,0.0611,0.1622,0.0125,0.6762,1291
49852,NA,"Southwest",0.3488,0.1462,0.2867,11.55,0.0025,0.0014,0.4933,NA,34024,0.385,12410,NA,0.0074,0,0.0333,0.0254,0,0.0517,0.0163,0.0401,0.0052,7e-04,0.0189,0.019,0.0231,0.4335,0.1473,0.0088,0.7952,1157
54287,NA,"Southwest",0.3997,0.0423,0.2354,22.11,0.0013,9e-04,0.8276,NA,40329,0.4615,16505,NA,0.0042,0.0078,0.101,0.0498,5e-04,0.1099,0.0242,0.089,0.0265,0.0059,0.0318,0.1003,0.0227,0.0656,0.1892,0.015,0.3852,1367
52187,NA,"Southwest",0.3228,0.0543,0.1841,32.8,0.0015,0.002,0.7234,NA,19837,0.5683,14336,NA,0,0.0013,0.022,0.1185,0,0.1241,0,0.1341,0.0095,0,0.065,0.0461,0.0752,0.0811,0.2365,0.0105,0.6922,1330
35797,NA,"Southwest",0.0573,0.0231,0.8367,0.83,0.0012,0.0014,0.3938,NA,21291,0.4657,9032,NA,0,0.0012,0.0421,0.0183,0,0.1092,0.018,0.0964,0.0125,0.0023,0.0618,0.0192,0.0328,0.1156,0.1548,0.0134,0.9999,1035
42705,NA,"Southwest",0.5847,0.0942,0.2007,4.14,0.0033,4e-04,0.4519,NA,6732,0.432,14193,NA,0,0,0.0141,0.0276,0,0.1006,0.0245,0.0313,0.0061,0,0.0589,0.0159,0.0172,0.2741,0.1698,0.0178,0.7829,1184
54181,NA,"Southwest",0.6929,0.0571,0.1404,3.01,0.0083,0.002,0.8254,NA,9407,0.4114,NA,37513,0,0,0.1544,0.021,0,0.0181,0.0161,0.0474,0.0083,0.0059,0.044,0.1041,0.0405,0.1441,0.2306,0.0068,0.4073,1287
42438,NA,"Southwest",0.4908,0.0948,0.3747,0.73,0.0022,7e-04,0.5324,NA,1361,0.4974,NA,19301,0,0,0.0338,0.0211,0,0.0042,0.0127,0.0759,0.0295,0,0.0675,0.0675,0.0422,0.1561,0.2152,0.0127,0.5428,1086
46676,NA,"Southwest",0.3159,0.0669,0.5382,2.08,0.0014,0.0014,0.4077,NA,3558,0.4404,9632,NA,0,0,0.0501,0.0341,0,0.099,0.0193,0.0387,0.0125,0,0.1547,0.058,0.0125,0.0705,0.2196,0.0137,0.905,1046
42200,NA,"Southwest",0.2244,0.0889,0.5671,5.87,0.0019,0.0016,0.3969,NA,27380,0.5018,13849,NA,0.0164,0.0018,0.0444,0.053,0,0.0864,0.0258,0.0738,0.0116,0.0018,0.0792,0.046,0.023,0.054,0.2033,0.0154,0.7903,1131
30663,NA,"Southwest",0.0147,0.8122,0.0648,1.6,0.0108,7e-04,0.2135,NA,7604,0.4249,19950,NA,0,0,0.0708,0.0246,0,0.0257,0.0175,0.0483,0.0041,0,0.0257,0.0175,0.0195,0.1458,0.268,0.0123,0.5663,920
47287,NA,"Southwest",0.5487,0.0651,0.2954,2.93,0.0039,9e-04,0.6008,NA,30795,0.5344,17033,NA,0.017,0,0.0755,0.0287,0,0.14,0.0216,0.037,0.0157,0.0024,0.0332,0.046,0.0252,0.006,0.1784,0.0129,0.7067,1175
40009,NA,"Southwest",0.29,0.1488,0.3308,1.38,0.0076,0.0014,0.3777,NA,1445,0.4803,NA,21614,0,0,0.0294,0.0508,0,0,0.016,0.0294,0,0.008,0.0963,0.0642,0.0294,0.0214,0.3102,0.0214,0.3586,1047
43233,NA,"Southwest",0.3508,0.1813,0.3179,9.17,0.0043,4e-04,0.4307,NA,9336,0.0954,9727,NA,0,0,0,0.006,9e-04,0,0.0088,0.0444,0.0125,0,0.0361,0.0282,0.0384,0.3349,0.1068,0.0097,0.868,1059
54189,NA,"Southwest",0.5682,0.037,0.21,6.95,0.0053,4e-04,0.763,NA,2462,0.4703,NA,23016,0,0.0074,0.0652,0.0559,0,0.0559,0.054,0.1527,0.0372,0.0093,0.0428,0.1229,0.041,0,0.2328,0.0391,0.3416,1355
42281,NA,"Southwest",0.3645,0.1758,0.3219,1.83,0.0117,0.0136,0.236,NA,3169,0.4923,NA,21855,0,0,0.0036,0.0027,0,0,0.0072,0.0018,0,0.0331,0.0081,0.0027,0.0098,0.0134,0.347,0.0018,0.9804,1003
39811,NA,"Southwest",0.5664,0.0486,0.2998,1.71,0.0057,5e-04,0.437,NA,7368,0.4211,13185,NA,0,0,0.0398,0.0081,0,0.0411,0.0118,0.0448,0.0037,0,0.0255,0.0106,0.0579,0.1245,0.1512,0.0075,0.6488,1090
49424,NA,"Rocky Mountains",0.8141,0.0051,0.0634,2.01,0.0027,0.0069,0.8644,NA,31441,0.5026,NA,13181,0,0.0133,0.0392,0.0379,0,0.0735,0.0237,0.1182,0.0284,0.0048,0.0413,0.0868,0.059,0.0794,0.1339,0.0148,0.6447,1324
38880,NA,"Far West",0.3395,0.0033,0.048,3.26,0.0049,0.0668,0.6335,NA,3040,0.3944,NA,12793,0,0.009,0.0026,0.0465,0,0,0.0103,0.0685,0.0078,0,0.0362,0.0426,0.0426,0,0.2222,0.0013,0.4478,1169
36702,NA,"Rocky Mountains",0.7403,0.0252,0.0666,1.45,0.0149,0.0143,0.4926,NA,7293,0.4513,14284,NA,0,0,0.0252,0.0139,0,0.0072,0.0144,0.0298,0.0041,0.0021,0.0288,0.0247,0.0288,0.037,0.0699,0.0108,0.7918,1183
38826,NA,"Rocky Mountains",0.8232,0.0086,0.0608,1.04,0.0163,0.0035,0.4959,NA,21658,0.4653,13150,NA,0.0099,0.0065,0.0222,0.0319,0.0011,0.0566,0.0142,0.026,0.0082,0.0032,0.0286,0.0863,0.0194,0.0779,0.0998,0.0092,0.8905,1201
47996,NA,"Rocky Mountains",0.6807,0.0134,0.129,5.8,0.0039,0.0047,0.695,NA,23396,0.533,14364,NA,0.0074,0.0122,0.0652,0.0447,0,0.0973,0.0247,0.0367,0.016,0.0036,0.0642,0.1326,0.0703,0.0798,0.1338,0.0068,0.6686,1236
45904,NA,"Rocky Mountains",0.7025,0.0231,0.1208,2.98,0.0057,0.0021,0.6055,NA,1946,0.4029,NA,22793,0,0.0036,0.0447,0.0358,0,0,0.0072,0.0823,0.0161,0.0018,0.0698,0.0411,0.059,0.2594,0.1932,0.0072,0.9292,1185
37044,NA,"New England",0.823,0.0355,0.0276,1.24,0.0028,0.0017,0.5501,NA,1774,0.482,16913,NA,0,0,0.0699,0.0081,0,0,0.0188,0.043,0.0134,0,0.0565,0.043,0.0457,0.1801,0.1962,0.0242,0.8547,1022
44082,NA,"New England",0.6772,0.0751,0.0887,3.12,0.0035,0.0019,0.6417,NA,3686,0.586,NA,35549,0,0,0.0347,0.27,0,8e-04,0.0124,0,0,0,0.014,0,0.123,0.0669,0.2783,0,0.7541,1193
27655,NA,"New England",0.6941,0.0541,0.0565,1.65,0.0094,0,0.5167,NA,425,0.4329,NA,19972,0.0455,0,0.0152,0,0,0,0.0606,0.0682,0,0.0076,0.0152,0.0152,0.0227,0.0152,0.1061,0.0379,0.7158,1085
47424,NA,"New England",0.6208,0.04,0.1012,7.06,0,4e-04,0.9112,NA,2550,0.471,NA,25587,0.0214,0.0641,0,0.0458,0,0,0.0382,0.1206,0.0198,0.0107,0.058,0.3298,0.0656,0,0,0.0244,0.1671,1439
44057,NA,"New England",0.8177,0.0122,0.0377,2.74,5e-04,1e-04,0.7633,NA,10612,0.4125,18980,NA,0,0.0021,0.0354,0.0333,0,0.0761,0.0308,0.0957,0.0254,0.0067,0.0566,0.1094,0.0212,0.0953,0.1102,0.0146,0.6756,1289
39073,NA,"Southeast",0.561,0.2895,0.0382,0.64,0.0042,0.0042,0.4163,NA,943,0.5769,NA,19749,0,0,0.024,0.0359,0,0,0.018,0,0.0299,0.006,0.0539,0.024,0.024,0.1856,0.1377,0.006,0.6061,953
36293,NA,"Southeast",0.6043,0.248,0.0451,0.23,0.0023,0.0023,0.2905,NA,887,0.5051,NA,21997,0,0,0.0102,0,0,0,0.0051,0.0254,0.0051,0,0.0203,0,0.0152,0.1371,0.1929,0,0.9536,980
41948,NA,"Southeast",0.6475,0.1645,0.0689,1.31,0.0033,0.0016,0.6395,NA,1830,0.4459,NA,19836,0,0,0.0418,0.0313,0,0,0.0287,0.0783,0.0104,0,0.0496,0.1149,0.0496,0.0209,0.2454,0.047,0.6608,1082
51818,NA,"Southeast",0.591,0.0715,0.0942,7.56,0.0016,6e-04,0.9111,NA,6349,0.4224,16383,NA,0,0.0154,0,0.0449,0,0,0.0443,0.1348,0.0276,0.0096,0.0616,0.2311,0.0186,0,0.1271,0.0526,0.3692,1410
34846,NA,"Southeast",0.5542,0.2687,0.0872,1.47,0.0048,0.0038,0.5859,NA,4161,0.3884,NA,18403,0,0,0.1371,0.0288,0,0,0.0592,0,0.0017,0.0118,0.1472,0.0068,0.0135,0.0135,0.2014,0.022,0.8167,1057
45822,NA,"Southeast",0.7523,0.0649,0.0573,3.09,0.0025,8e-04,0.7246,NA,4853,0.4428,24185,NA,0,0,0.0958,0.0615,0,0.0132,0.0518,0.1336,0.0141,0.0141,0.1494,0.1406,0.0395,0,0.1731,0.0378,0.6777,1204
36707,NA,"Southeast",0.7749,0.0861,0.0405,1.14,0.001,0,0.5984,NA,964,0.4761,NA,18182,0,0.0145,0.0628,0,0,0,0.0145,0.0725,0.0435,0.0242,0.0966,0.1208,0.087,0.029,0.1304,0.0483,0.6952,1075
